N° LIVRE;N° ISBN;TITRE;AUTEUR;EPOQUE;NATIONALITE;GENRE;SOUS GENRE;CATEGORIE LECTEUR;COMMENTAIRE;REF BIBLI;PRESENT;DATE EMPRUNT;EMPRUNTEUR;RETOUR PREVU
990;9782298018363;SOLDAT CHAMANE-T4 LA MAGIE DE LA PEUR;HOBB ROBIN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;ADULTE;;RFA-HOB;;;;
991;9782298022926;SOLDAT CHAMANE-T5 LE CHOIX DU SOLDAT;HOBB ROBIN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;ADULTE;;RFA-HOB;;;;
992;9782298028584;SOLDAT CHAMANE-T6 LE RENEGAT;HOBB ROBIN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;ADULTE;;RFA-HOB;;;;
993;9782298033045;SOLDAT CHAMANE-T7 DANSE DE TERREUR;HOBB ROBIN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;ADULTE;;RFA-HOB;;;;
994;9782298040005;SOLDAT CHAMANE-T8 RACINES;HOBB ROBIN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;ADULTE;;RFA-HOB;;;;
995;9782266275149;FILLE DE BROOKLYN;MUSSO GUILLAUME;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-MUS;;;;
996;9782298009057;ETERNALIS;KHOURY RAYMOND;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;HISTORIQUE;ADULTE;;RHI-KHO;;;;
997;9782844276407;POUR LES NULS COMBATTRE LES HACKERS;BEAVER KEVIN;CONTEMPORAINE (+19°);ANGLAIS/USA;DOCUMENT;SCIENCES ET TECHNIQUES;ADULTE;;DSC-BEA;;;;
998;9782246004101;CYGNE;GONZALES-MATA;CONTEMPORAINE (+19°);ESPAGNOL;DOCUMENT;ESPIONNAGE;ADULTE;;DES-GON;;;;
999;9782226219978;BELLADONNA JOHNSON PARLE AVEC LES MORTS;STRINGER HELEN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;ADULTE;;RFA-STR;;;;
1000;9782226064608;JOUR TU VERRAS-UN;CLARK MARY HIGGINGS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;THRILLER;ADULTE;;RTH-CLA;;;;
1001;9782744152331;DANS LA RUE OU VIT CELLE QUE J’AIME;CLARK MARY HIGGINGS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;THRILLER;ADULTE;;RTH-CLA;;;;
